loyalty_number,total_flights,total_distance,total_points_accumulated,total_points_redeemed,total_dollar_cost_points_redeemed,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,enrollment_type,cancellation_year,cancellation_month,salary_bracket
215051,27,40559,40559.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,85887.0,Divorced,Nova,Standard,0.0,0.0,Medium
215257,37,59878,59878.0,1279,230,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,53061.0,Married,Star,Standard,0.0,0.0,Medium
215260,27,45406,45406.0,1606,290,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,76533.0,Married,Nova,Standard,0.0,0.0,Medium
215626,40,75555,75555.0,440,79,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
215639,9,14576,14576.0,0,0,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,73628.0,Married,Nova,Standard,0.0,0.0,Medium
215651,39,49831,49831.0,746,134,Canada,Ontario,Toronto,P1W 1K4,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
215719,8,8944,8944.0,0,0,Canada,Alberta,Banff,T4V 1D4,Male,Master,111948.0,Married,Star,Standard,0.0,0.0,High
215869,31,45019,45019.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,74819.0,Divorced,Nova,Standard,0.0,0.0,Medium
215952,27,32124,32124.0,328,59,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Master,123841.0,Married,Aurora,Standard,0.0,0.0,High
216040,40,62037,62037.0,954,172,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,79245.6094087527,Married,Aurora,Standard,0.0,0.0,Medium
216072,9,18212,18212.0,0,0,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,100113.0,Married,Star,Standard,0.0,0.0,High
216095,14,16579,19797.0,1228,221,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,64064.0,Divorced,Star,2018 Promotion,0.0,0.0,Medium
216139,47,63670,63670.0,1805,325,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,98586.0,Divorced,Aurora,Standard,0.0,0.0,Medium
216359,3,2790,2790.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Male,High School or Below,40119.0,Divorced,Nova,Standard,0.0,0.0,Low
216500,0,0,0.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Female,College,79245.6094087527,Married,Aurora,Standard,0.0,0.0,Medium
216517,44,65178,65178.0,674,122,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,94365.0,Married,Aurora,Standard,0.0,0.0,Medium
216658,49,77478,77478.0,1208,217,Canada,Ontario,London,M5B 3E4,Female,Bachelor,87117.0,Divorced,Star,Standard,0.0,0.0,Medium
216666,0,0,0.0,0,0,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,79245.6094087527,Single,Aurora,Standard,2014.0,0.0,Medium
216683,47,66720,66720.0,1714,308,Canada,Quebec,Montreal,H2T 9K8,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
216719,37,58476,58476.0,903,163,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,61041.0,Divorced,Star,Standard,0.0,0.0,Medium
216946,43,54715,54715.0,1992,358,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
217054,38,51467,51467.0,2505,451,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,74917.0,Married,Star,Standard,0.0,0.0,Medium
217204,36,61567,61567.0,760,137,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,74046.0,Divorced,Star,Standard,0.0,0.0,Medium
217235,0,0,0.0,0,0,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,83830.0,Married,Star,Standard,2015.0,0.0,Medium
217284,0,0,0.0,0,0,Canada,Alberta,Edmonton,T3G 6Y6,Female,Doctor,241906.0,Divorced,Star,Standard,2016.0,0.0,High
217364,63,90179,133221.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,23136.0,Single,Star,2018 Promotion,0.0,0.0,Low
217401,9,11377,11377.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,81393.0,Married,Nova,Standard,2018.0,0.0,Medium
217695,41,74109,74109.0,1595,287,Canada,Ontario,Trenton,K8V 4B2,Male,Master,114551.0,Single,Star,Standard,0.0,0.0,High
217754,32,52110,52110.0,0,0,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,102400.0,Single,Star,Standard,0.0,0.0,High
217802,19,28253,28253.0,570,103,Canada,Quebec,Quebec City,G1B 3L5,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
217862,44,73609,73609.0,523,94,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,98604.0,Married,Star,Standard,0.0,0.0,Medium
218127,13,25033,25033.0,0,0,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,78300.0,Married,Nova,Standard,2018.0,0.0,Medium
218241,49,73427,73427.0,397,71,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,79192.0,Married,Star,Standard,0.0,0.0,Medium
218277,61,102110,102110.0,1150,207,Canada,Quebec,Montreal,H2T 9K8,Male,High School or Below,71344.0,Divorced,Nova,Standard,0.0,0.0,Medium
218278,77,131501,193188.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,16853.0,Married,Nova,2018 Promotion,0.0,0.0,Low
218373,0,0,0.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,79245.6094087527,Married,Star,Standard,2014.0,0.0,Medium
218383,33,58813,58813.0,456,82,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,58713.0,Single,Nova,Standard,0.0,0.0,Medium
218601,36,51117,51117.0,634,114,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,78488.0,Single,Star,Standard,0.0,0.0,Medium
218757,17,25627,25627.0,632,114,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,90046.0,Single,Star,Standard,0.0,0.0,Medium
219043,23,36645,36645.0,1975,356,Canada,Quebec,Montreal,H2T 9K8,Male,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
219139,25,30754,30754.0,1115,201,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,76778.0,Single,Aurora,Standard,0.0,0.0,Medium
219160,0,0,0.0,0,0,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,62780.0,Married,Aurora,Standard,0.0,0.0,Medium
219270,12,25519,25519.0,0,0,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,84015.0,Married,Aurora,Standard,2018.0,0.0,Medium
219413,41,61809,61809.0,1996,359,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,47673.0,Married,Star,Standard,0.0,0.0,Low
219806,0,0,0.0,0,0,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,67052.0,Divorced,Star,Standard,2016.0,0.0,Medium
219984,24,27298,40947.0,0,0,Canada,Quebec,Montreal,H4G 3T4,Female,College,79245.6094087527,Divorced,Star,2018 Promotion,0.0,0.0,Medium
220244,38,49233,49233.0,2561,461,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
220358,29,51565,51565.0,1117,201,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,78114.0,Married,Aurora,Standard,0.0,0.0,Medium
220538,17,28234,28234.0,415,75,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,48042.0,Divorced,Star,Standard,0.0,0.0,Low
220601,0,0,0.0,0,0,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,92301.0,Single,Star,Standard,2013.0,0.0,Medium
220794,39,60376,60376.0,1417,255,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,50254.0,Married,Aurora,Standard,0.0,0.0,Medium
221014,3,6000,6000.0,0,0,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,100214.0,Married,Aurora,Standard,0.0,0.0,High
221205,44,70395,70395.0,393,71,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,59188.0,Married,Star,Standard,0.0,0.0,Medium
221345,32,34589,34589.0,0,0,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,46905.0,Married,Star,Standard,0.0,0.0,Low
221361,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Male,High School or Below,42867.0,Married,Aurora,Standard,2016.0,0.0,Low
221388,36,53419,53419.0,441,79,Canada,Ontario,Sudbury,M5V 1G5,Male,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
221446,37,68716,68716.0,0,0,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,63965.0,Married,Nova,Standard,0.0,0.0,Medium
221709,0,0,0.0,0,0,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,54009.0,Single,Aurora,2018 Promotion,0.0,0.0,Medium
221721,31,40944,40944.0,956,172,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,58025.0,Divorced,Nova,Standard,0.0,0.0,Medium
221862,52,78438,78438.0,1651,298,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,63348.0,Married,Star,Standard,0.0,0.0,Medium
222065,45,62819,62819.0,423,76,Canada,New Brunswick,Moncton,E1A 2A7,Male,Doctor,85511.0,Married,Nova,Standard,0.0,0.0,Medium
222102,59,83589,83589.0,946,170,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,73236.0,Married,Aurora,Standard,0.0,0.0,Medium
222278,22,38881,38881.0,1527,275,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,46831.0,Married,Star,Standard,0.0,0.0,Low
222425,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,56648.0,Married,Nova,Standard,2016.0,0.0,Medium
222874,32,54227,54227.0,2440,440,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Doctor,250253.0,Divorced,Nova,Standard,0.0,0.0,High
222960,37,46264,46264.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,91792.0,Married,Aurora,Standard,0.0,0.0,Medium
223018,3,4152,4152.0,0,0,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,97030.0,Divorced,Star,Standard,0.0,0.0,Medium
223313,18,29623,29623.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,79245.6094087527,Single,Aurora,Standard,0.0,0.0,Medium
223534,51,66143,66143.0,420,76,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,59377.0,Married,Star,Standard,0.0,0.0,Medium
223946,43,56951,56951.0,434,78,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,91978.0,Divorced,Aurora,Standard,0.0,0.0,Medium
223958,31,56663,56663.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,78993.0,Married,Star,Standard,0.0,0.0,Medium
224130,51,74581,74581.0,786,142,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,74028.0,Divorced,Star,Standard,0.0,0.0,Medium
224178,0,0,0.0,0,0,Canada,Ontario,Ottawa,K1F 2R2,Male,College,79245.6094087527,Married,Aurora,Standard,0.0,0.0,Medium
224384,43,52699,52699.0,1847,333,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,97789.0,Married,Star,Standard,0.0,0.0,Medium
224402,33,51766,51766.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,63634.0,Married,Star,Standard,0.0,0.0,Medium
224530,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,61275.0,Married,Star,Standard,0.0,0.0,Medium
224607,3,6006,6006.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,55360.0,Married,Aurora,Standard,0.0,0.0,Medium
224664,48,74083,74083.0,958,172,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,94534.0,Married,Nova,Standard,0.0,0.0,Medium
224666,17,22118,22118.0,0,0,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,75238.0,Married,Star,Standard,0.0,11.0,Medium
224952,48,74695,74695.0,732,132,Canada,Ontario,Trenton,K8V 4B2,Male,Master,102894.0,Single,Star,Standard,0.0,0.0,High
225067,32,39952,39952.0,780,141,Canada,Ontario,Toronto,M2P 4F6,Male,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
225205,10,14625,14625.0,799,144,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,72656.0,Divorced,Star,Standard,0.0,0.0,Medium
225279,70,119991,171378.0,372,67,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,67271.0,Married,Star,2018 Promotion,0.0,0.0,Medium
225327,32,47942,47942.0,0,0,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,84015.0,Married,Nova,Standard,0.0,0.0,Medium
225482,31,53389,53389.0,486,87,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,103522.0,Married,Aurora,Standard,0.0,0.0,High
225576,30,48758,73137.0,0,0,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,57411.0,Married,Aurora,2018 Promotion,0.0,0.0,Medium
225656,3,4351,4351.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Female,College,79245.6094087527,Divorced,Nova,Standard,0.0,0.0,Medium
225748,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 2J6,Female,College,79245.6094087527,Married,Star,Standard,2016.0,0.0,Medium
225920,28,37506,37506.0,552,99,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,82078.0,Married,Aurora,Standard,0.0,0.0,Medium
225930,28,50359,52899.0,615,111,Canada,Ontario,Kingston,M9K 2P4,Female,College,79245.6094087527,Single,Nova,2018 Promotion,0.0,0.0,Medium
225972,16,30240,30240.0,826,149,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,99838.0,Married,Star,Standard,0.0,0.0,Medium
226176,0,0,0.0,0,0,Canada,Alberta,Calgary,T3E 2V9,Female,College,79245.6094087527,Single,Aurora,Standard,2016.0,0.0,Medium
226360,41,56344,56344.0,1370,246,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,53068.0,Single,Nova,Standard,0.0,0.0,Medium
226422,54,82356,82356.0,591,106,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,90071.0,Divorced,Nova,Standard,0.0,0.0,Medium
226511,28,43861,43861.0,1317,237,Canada,British Columbia,Victoria,V10 6T5,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
226842,50,80115,80115.0,1424,257,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,73823.0,Single,Nova,Standard,0.0,0.0,Medium
226847,0,0,0.0,0,0,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,85643.0,Married,Nova,Standard,0.0,0.0,Medium
226924,47,70730,106095.0,0,0,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,76573.0,Married,Star,2018 Promotion,0.0,0.0,Medium
227008,38,55131,55131.0,2219,399,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
227015,32,47297,47297.0,449,81,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,48994.0,Married,Star,Standard,0.0,0.0,Low
227303,11,15711,15711.0,1144,206,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,86815.0,Married,Star,Standard,2018.0,0.0,Medium
227398,7,12464,12464.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,52220.0,Married,Aurora,Standard,0.0,0.0,Medium
227547,49,64767,64767.0,2746,495,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,47084.0,Single,Nova,Standard,0.0,0.0,Low
227796,43,75339,75339.0,1976,355,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,86414.0,Married,Nova,Standard,0.0,0.0,Medium
227808,59,82924,124386.0,585,105,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,82910.0,Divorced,Star,2018 Promotion,0.0,0.0,Medium
227906,28,53626,53626.0,774,139,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,94891.0,Married,Aurora,Standard,0.0,0.0,Medium
228030,12,14248,14248.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,50174.0,Married,Aurora,Standard,0.0,0.0,Medium
228151,30,49417,49417.0,1159,208,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
228469,0,0,0.0,0,0,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,63605.0,Married,Nova,Standard,2016.0,0.0,Medium
228772,7,8310,8310.0,0,0,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,85128.0,Married,Star,Standard,2017.0,0.0,Medium
228984,31,48466,48466.0,1509,271,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,57254.0,Married,Star,Standard,0.0,0.0,Medium
229075,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,48726.0,Married,Nova,Standard,0.0,0.0,Low
229166,54,84176,84176.0,3213,579,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,54042.0,Married,Star,Standard,0.0,0.0,Medium
229204,8,11772,11772.0,686,123,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
229265,29,45554,45554.0,900,162,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,67827.0,Divorced,Aurora,Standard,0.0,0.0,Medium
229308,0,0,0.0,0,0,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,52275.0,Divorced,Nova,Standard,2016.0,0.0,Medium
229391,4,4000,4000.0,0,0,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,73051.0,Single,Star,Standard,0.0,0.0,Medium
229530,50,77667,77667.0,1092,196,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,98637.0,Married,Star,Standard,0.0,0.0,Medium
229612,39,56862,56862.0,2490,449,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,81366.0,Married,Star,Standard,0.0,0.0,Medium
229636,0,0,0.0,0,0,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,82147.0,Single,Aurora,Standard,0.0,0.0,Medium
229677,43,70404,70404.0,1492,268,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,75952.0,Married,Star,Standard,0.0,0.0,Medium
229861,0,0,0.0,0,0,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,83796.0,Single,Star,Standard,2016.0,0.0,Medium
230070,5,6398,6398.0,0,0,Canada,Quebec,Hull,J8Y 3Z5,Male,Master,75891.0,Divorced,Star,Standard,2018.0,0.0,Medium
230101,36,43356,43356.0,458,82,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,99796.0,Married,Aurora,Standard,0.0,0.0,Medium
230124,3,3753,3753.0,0,0,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,70267.0,Single,Star,Standard,0.0,0.0,Medium
230240,48,63396,63396.0,1503,270,Canada,New Brunswick,Moncton,E1A 2A7,Female,Doctor,124154.0,Divorced,Nova,Standard,0.0,0.0,High
230429,50,88371,88371.0,312,56,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,77816.0,Divorced,Star,Standard,0.0,0.0,Medium
230687,13,19467,19467.0,1176,212,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,79245.6094087527,Married,Aurora,Standard,2018.0,0.0,Medium
230693,37,59303,59303.0,2308,415,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,65540.0,Married,Nova,Standard,0.0,0.0,Medium
230763,52,59584,59584.0,2068,372,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,86759.0,Single,Star,Standard,0.0,0.0,Medium
230942,43,60902,60902.0,958,172,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,72587.0,Married,Star,Standard,0.0,0.0,Medium
231273,40,57800,57800.0,1355,244,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,60776.0,Divorced,Aurora,Standard,0.0,0.0,Medium
231319,0,0,0.0,0,0,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,70384.0,Single,Nova,Standard,2014.0,0.0,Medium
231462,31,40801,40801.0,1073,193,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
231508,41,71228,71228.0,765,138,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,57668.0,Married,Star,Standard,0.0,0.0,Medium
231530,28,43680,43680.0,445,80,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,93110.0,Married,Aurora,Standard,0.0,0.0,Medium
231614,41,60144,60144.0,835,151,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,85203.0,Divorced,Star,Standard,0.0,0.0,Medium
231641,46,61282,61282.0,648,117,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,68485.0,Married,Star,Standard,0.0,0.0,Medium
231755,41,59667,59667.0,1643,296,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,79245.6094087527,Married,Nova,Standard,0.0,0.0,Medium
231992,44,69024,103536.0,0,0,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,76119.0,Married,Star,2018 Promotion,0.0,0.0,Medium
232022,30,48202,48202.0,990,178,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,84147.0,Married,Nova,Standard,0.0,0.0,Medium
232426,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,79245.6094087527,Single,Aurora,Standard,2014.0,0.0,Medium
232450,29,41743,41743.0,1609,289,Canada,Alberta,Edmonton,T3G 6Y6,Female,Master,106669.0,Divorced,Aurora,Standard,0.0,0.0,High
232555,39,53849,53849.0,1156,208,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,62242.0,Married,Star,Standard,2018.0,0.0,Medium
232579,13,19044,19044.0,0,0,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,79245.6094087527,Divorced,Star,Standard,0.0,0.0,Medium
232609,30,45876,45876.0,1207,217,Canada,Alberta,Banff,T4V 1D4,Female,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
232685,39,59916,59916.0,0,0,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,104952.0,Married,Nova,Standard,0.0,0.0,High
232703,52,83758,83758.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Female,High School or Below,71344.0,Divorced,Nova,Standard,0.0,0.0,Medium
232755,38,53818,80727.0,0,0,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,-46683.0,Single,Nova,2018 Promotion,0.0,0.0,Low
232871,53,78586,78586.0,351,63,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,84736.0,Single,Star,Standard,0.0,0.0,Medium
232884,5,5678,5678.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,48207.0,Married,Aurora,Standard,0.0,0.0,Low
232907,5,7370,7370.0,704,127,Canada,Nova Scotia,Halifax,B3C 2M8,Male,College,79245.6094087527,Single,Star,Standard,2017.0,0.0,Medium
233051,0,0,0.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Female,Doctor,210090.0,Divorced,Nova,Standard,2015.0,0.0,High
233437,19,34588,34588.0,0,0,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,59410.0,Divorced,Nova,Standard,2018.0,0.0,Medium
233774,14,26648,26648.0,1131,203,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
233958,43,56932,56932.0,381,69,Canada,Ontario,Trenton,K8V 4B2,Male,College,79245.6094087527,Divorced,Aurora,Standard,0.0,0.0,Medium
234256,52,71974,71974.0,438,79,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,74655.0,Married,Star,Standard,0.0,0.0,Medium
234562,38,49049,49049.0,530,95,Canada,Ontario,Toronto,M2M 7K8,Female,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
234588,56,83316,83316.0,1242,224,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Master,123828.0,Married,Nova,Standard,0.0,0.0,High
234807,33,59504,59504.0,2153,387,Canada,Ontario,Toronto,M2P 4F6,Female,Master,114567.0,Single,Aurora,Standard,0.0,0.0,High
234866,30,46360,46360.0,2056,370,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
234922,23,40187,40187.0,0,0,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,104968.0,Married,Nova,Standard,0.0,0.0,High
235030,0,0,0.0,0,0,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,93199.0,Divorced,Nova,Standard,0.0,0.0,Medium
235102,47,76151,76151.0,462,83,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,62308.0,Divorced,Star,Standard,0.0,0.0,Medium
235229,78,123090,147591.0,664,120,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,27603.0,Single,Star,2018 Promotion,0.0,0.0,Low
235398,48,67457,67457.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,47445.0,Married,Nova,Standard,0.0,0.0,Low
235428,43,53083,53083.0,1298,233,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,75827.0,Married,Nova,Standard,0.0,0.0,Medium
235459,36,57419,57419.0,2000,360,Canada,Ontario,Toronto,P1L 8X8,Female,Doctor,99747.0,Married,Nova,Standard,0.0,0.0,Medium
235506,21,31394,31394.0,644,116,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,74651.0,Single,Nova,Standard,0.0,0.0,Medium
235629,14,29126,29126.0,0,0,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Master,124308.0,Divorced,Aurora,Standard,0.0,0.0,High
235683,24,36858,36858.0,498,90,Canada,Quebec,Quebec City,G1B 3L5,Female,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
235930,41,63827,63827.0,1004,181,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,86728.0,Single,Star,Standard,0.0,0.0,Medium
236001,42,70094,70094.0,2575,463,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,57139.0,Married,Star,Standard,0.0,0.0,Medium
236026,48,62334,62334.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Female,Master,100817.0,Married,Star,Standard,0.0,0.0,High
236037,0,0,0.0,0,0,Canada,Ontario,Ottawa,K1F 2R2,Female,High School or Below,44092.0,Single,Star,Standard,2016.0,0.0,Low
236093,38,66739,66739.0,1096,197,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,56894.0,Married,Star,Standard,0.0,0.0,Medium
236165,27,38788,38788.0,1252,226,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,69971.0,Divorced,Star,Standard,0.0,0.0,Medium
236300,0,0,0.0,0,0,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,55522.0,Married,Star,Standard,2016.0,0.0,Medium
236395,46,66223,66223.0,0,0,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,77523.0,Married,Aurora,Standard,0.0,0.0,Medium
236593,40,69611,69611.0,1256,226,Canada,Quebec,Montreal,H2T 9K8,Male,College,79245.6094087527,Single,Aurora,Standard,0.0,0.0,Medium
