loyalty_number,total_flights,total_distance,total_points_accumulated,total_points_redeemed,total_dollar_cost_points_redeemed,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,enrollment_type,cancellation_year,cancellation_month,salary_bracket
312312,31,48655,48655.0,2408,433,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,79245.6094087527,Single,Nova,Standard,0.0,5.0,Medium
312455,48,69834,69834.0,364,66,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,77868.0,Married,Nova,Standard,0.0,0.0,Medium
312490,37,62782,62782.0,529,95,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,74185.0,Married,Aurora,Standard,0.0,0.0,Medium
312545,22,33799,33799.0,0,0,Canada,Quebec,Tremblant,H5Y 2S9,Female,Master,97596.0,Divorced,Star,Standard,0.0,0.0,Medium
312568,36,64317,64317.0,880,158,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,54850.0,Married,Star,Standard,0.0,0.0,Medium
312607,36,49660,49660.0,479,86,Canada,Quebec,Montreal,H2T 9K8,Female,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
312863,48,76735,76735.0,1385,250,Canada,Quebec,Montreal,H2T 9K8,Male,College,79245.6094087527,Single,Aurora,Standard,0.0,0.0,Medium
312867,31,45945,45945.0,334,60,Canada,Ontario,Ottawa,K1G 4Z0,Female,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
313424,40,57511,57511.0,2114,380,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Doctor,229266.0,Single,Star,Standard,0.0,0.0,High
313461,52,81337,81337.0,576,104,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,46931.0,Divorced,Star,Standard,0.0,0.0,Low
313473,44,68892,68892.0,3060,550,Canada,Ontario,Trenton,K8V 4B2,Female,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
313538,42,66905,66905.0,1118,201,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,54871.0,Married,Aurora,Standard,0.0,0.0,Medium
313602,51,88616,88616.0,383,69,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,65062.0,Married,Nova,Standard,0.0,0.0,Medium
313673,4,7477,7477.0,653,118,Canada,Quebec,Montreal,H2T 9K8,Female,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
313688,55,80389,80389.0,541,97,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,69964.0,Married,Nova,Standard,0.0,0.0,Medium
313708,18,30573,30573.0,1463,264,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,66399.0,Married,Aurora,Standard,0.0,0.0,Medium
313732,24,30580,30580.0,1636,295,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,87330.0,Married,Star,Standard,0.0,0.0,Medium
313763,24,37990,37990.0,0,0,Canada,Ontario,London,M5B 3E4,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
313815,22,34164,34164.0,650,117,Canada,British Columbia,Victoria,V10 6T5,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
313860,47,83647,83647.0,1062,191,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,59362.0,Married,Star,Standard,0.0,0.0,Medium
313996,9,17901,17901.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,48207.0,Married,Star,Standard,2017.0,0.0,Low
314014,28,34025,34025.0,867,156,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,48761.0,Married,Star,Standard,0.0,0.0,Low
314065,39,66780,66780.0,1473,265,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,70111.0,Married,Star,Standard,2018.0,0.0,Medium
314202,36,60285,60285.0,1057,190,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,64338.0,Married,Nova,Standard,0.0,0.0,Medium
314250,35,53038,53038.0,1173,211,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Master,117134.0,Divorced,Star,Standard,0.0,0.0,High
314317,38,52076,52076.0,992,179,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,87122.0,Married,Aurora,Standard,0.0,0.0,Medium
314328,41,62833,62833.0,966,174,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,95584.0,Married,Star,Standard,0.0,0.0,Medium
314413,15,20512,20512.0,0,0,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,61809.0,Married,Star,Standard,0.0,0.0,Medium
314589,45,70317,70317.0,675,122,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,71195.0,Divorced,Nova,Standard,0.0,0.0,Medium
314705,36,34144,51216.0,0,0,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,50723.0,Married,Nova,2018 Promotion,0.0,0.0,Medium
314718,41,70807,70807.0,916,165,Canada,British Columbia,Vancouver,V5R 1W3,Female,Doctor,187963.0,Divorced,Aurora,Standard,0.0,0.0,High
314742,30,47311,47311.0,1389,251,Canada,Nova Scotia,Halifax,B3C 2M8,Male,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
314898,41,58001,58001.0,842,152,Canada,Quebec,Montreal,H2Y 4R4,Female,College,79245.6094087527,Single,Aurora,Standard,0.0,0.0,Medium
314935,43,51486,51486.0,984,177,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,71265.0,Married,Star,Standard,0.0,0.0,Medium
315054,11,17172,17172.0,443,80,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,94459.0,Married,Nova,Standard,0.0,0.0,Medium
315242,0,0,0.0,0,0,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,74379.0,Married,Aurora,Standard,0.0,0.0,Medium
315337,2,1902,1902.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Doctor,156945.0,Married,Star,Standard,0.0,0.0,High
315736,32,48143,48143.0,1479,266,Canada,Ontario,Toronto,P1L 8X8,Female,Master,112860.0,Divorced,Nova,Standard,0.0,0.0,High
315848,44,61583,61583.0,300,54,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,47237.0,Single,Nova,Standard,0.0,0.0,Low
315869,42,71963,71963.0,0,0,Canada,Ontario,Toronto,P1L 8X8,Female,Master,120956.0,Divorced,Star,Standard,0.0,0.0,High
316082,29,43041,43041.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
316290,43,62163,62163.0,2317,417,Canada,Ontario,Kingston,M9K 2P4,Male,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
316307,20,31431,31431.0,499,90,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,82383.0,Divorced,Aurora,Standard,0.0,0.0,Medium
316308,28,49492,49492.0,426,77,Canada,Ontario,Toronto,M2Z 4K1,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
316323,14,13436,13436.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,79245.6094087527,Single,Star,Standard,2018.0,0.0,Medium
316527,54,64007,64007.0,0,0,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,79245.6094087527,Married,Nova,Standard,0.0,0.0,Medium
316548,4,3188,3188.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,56644.0,Divorced,Star,Standard,0.0,0.0,Medium
316633,17,26252,26252.0,456,82,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,56130.0,Married,Star,Standard,0.0,0.0,Medium
316644,33,42286,42286.0,1228,221,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,56629.0,Divorced,Star,Standard,0.0,0.0,Medium
316666,8,12362,12362.0,551,99,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,88552.0,Married,Star,Standard,0.0,0.0,Medium
316752,32,47298,47298.0,1275,229,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,101933.0,Married,Star,Standard,0.0,0.0,High
316970,6,9656,9656.0,0,0,Canada,Quebec,Montreal,H4G 3T4,Male,Doctor,74492.0,Single,Star,Standard,0.0,0.0,Medium
316982,29,36694,36694.0,666,120,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,82913.0,Married,Nova,Standard,0.0,0.0,Medium
317001,4,8918,8918.0,1369,246,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,61809.0,Married,Star,Standard,0.0,0.0,Medium
317060,39,62467,62467.0,1745,314,Canada,Ontario,Trenton,K8V 4B2,Male,College,79245.6094087527,Married,Nova,Standard,0.0,0.0,Medium
317094,41,51760,51760.0,616,111,Canada,Ontario,Ottawa,K1F 2R2,Male,College,79245.6094087527,Single,Aurora,Standard,0.0,0.0,Medium
317100,41,51958,51958.0,756,136,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,96550.0,Married,Nova,Standard,0.0,0.0,Medium
317205,42,63400,63400.0,1213,219,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,80326.0,Married,Star,Standard,0.0,0.0,Medium
317664,27,29212,29212.0,0,0,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,85879.0,Married,Aurora,Standard,0.0,0.0,Medium
317726,35,50580,50580.0,1765,318,Canada,Ontario,Toronto,P2T 6G3,Male,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
317827,44,61888,61888.0,1886,340,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,68823.0,Married,Star,Standard,0.0,0.0,Medium
317919,41,66953,66953.0,386,69,Canada,Quebec,Hull,J8Y 3Z5,Male,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
318180,40,60236,60236.0,916,165,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
318199,32,47230,47230.0,921,165,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,55597.0,Married,Aurora,Standard,0.0,0.0,Medium
318264,27,42815,42815.0,1409,254,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,62517.0,Married,Nova,Standard,0.0,0.0,Medium
318285,24,37226,37226.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,73945.0,Single,Star,Standard,0.0,0.0,Medium
318537,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,47416.0,Married,Nova,Standard,2016.0,0.0,Low
318561,50,70951,70951.0,0,0,Canada,Alberta,Banff,T4V 1D4,Female,Doctor,135147.0,Divorced,Nova,Standard,0.0,0.0,High
318595,16,28088,28088.0,0,0,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,97472.0,Married,Star,Standard,0.0,0.0,Medium
318751,36,52009,52009.0,816,147,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,68308.0,Married,Star,Standard,0.0,0.0,Medium
318753,16,18597,18597.0,359,65,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,96572.0,Divorced,Nova,Standard,0.0,0.0,Medium
318755,30,58486,58486.0,1897,342,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,51438.0,Married,Star,Standard,0.0,0.0,Medium
318786,30,46605,46605.0,324,58,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,56004.0,Married,Star,Standard,0.0,0.0,Medium
318902,51,94597,94597.0,501,90,Canada,Ontario,Toronto,P1J 8T7,Male,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
318945,32,45254,45254.0,903,163,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,79245.6094087527,Divorced,Aurora,Standard,0.0,0.0,Medium
319012,33,50274,50274.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,91870.0,Single,Nova,Standard,0.0,0.0,Medium
319052,48,70806,70806.0,2082,374,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,53954.0,Married,Aurora,Standard,0.0,0.0,Medium
319193,11,15191,15191.0,357,64,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,58552.0,Married,Nova,Standard,2017.0,0.0,Medium
319378,47,68208,68208.0,1369,247,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,66193.0,Married,Nova,Standard,0.0,0.0,Medium
319387,37,60050,60050.0,0,0,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,86057.0,Married,Nova,Standard,0.0,0.0,Medium
319469,23,25924,25924.0,1154,207,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Doctor,138985.0,Married,Nova,Standard,0.0,0.0,High
319664,43,51520,51520.0,1351,244,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,60971.0,Divorced,Star,Standard,0.0,0.0,Medium
319742,15,22523,22523.0,621,112,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,61361.0,Divorced,Star,Standard,0.0,0.0,Medium
319766,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,52217.0,Married,Aurora,Standard,2016.0,0.0,Medium
319768,42,64710,97065.0,434,78,Canada,Ontario,Toronto,P1L 8X8,Male,College,79245.6094087527,Single,Star,2018 Promotion,2018.0,0.0,Medium
319801,47,53041,65994.0,659,119,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,54482.0,Single,Star,2018 Promotion,0.0,0.0,Medium
319868,40,59626,59626.0,568,102,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,54042.0,Married,Star,Standard,0.0,0.0,Medium
320042,25,29858,29858.0,0,0,Canada,Quebec,Montreal,H4G 3T4,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
320377,0,0,0.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,57587.0,Divorced,Nova,Standard,2015.0,0.0,Medium
320414,21,35903,35903.0,0,0,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,78549.0,Single,Nova,Standard,0.0,0.0,Medium
320685,33,58237,58237.0,994,179,Canada,Quebec,Montreal,H2T 2J6,Female,High School or Below,65673.0,Single,Nova,Standard,0.0,0.0,Medium
320728,11,15197,15197.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
320784,48,69731,69731.0,663,119,Canada,Quebec,Montreal,H2T 9K8,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
320980,10,16837,16837.0,0,0,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,101297.0,Married,Nova,Standard,0.0,0.0,High
321027,37,55162,55162.0,1293,233,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,48025.0,Married,Aurora,Standard,0.0,0.0,Low
321074,29,43919,43919.0,1551,280,Canada,Quebec,Quebec City,G1B 3L5,Male,College,79245.6094087527,Divorced,Star,Standard,0.0,0.0,Medium
321388,30,50847,50847.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Female,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
321427,7,6837,6837.0,464,84,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,82415.0,Married,Star,Standard,0.0,0.0,Medium
321436,48,74188,74188.0,2538,457,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,98418.0,Single,Nova,Standard,0.0,0.0,Medium
321457,34,44141,44141.0,491,88,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,73572.0,Married,Aurora,Standard,0.0,0.0,Medium
321656,0,0,0.0,0,0,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
321666,45,80476,80476.0,1304,235,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,53197.0,Married,Star,Standard,0.0,0.0,Medium
321734,19,27143,27143.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,82936.0,Married,Aurora,Standard,0.0,0.0,Medium
321748,49,69989,69989.0,0,0,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,82913.0,Married,Nova,Standard,0.0,0.0,Medium
321795,21,28707,28707.0,960,173,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,103197.0,Married,Nova,Standard,0.0,0.0,High
322102,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,79245.6094087527,Married,Star,Standard,2014.0,0.0,Medium
322169,52,65922,65922.0,828,149,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,81078.0,Divorced,Aurora,Standard,0.0,0.0,Medium
322193,41,61622,61622.0,1252,225,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
322451,37,54255,54255.0,797,143,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,89521.0,Married,Nova,Standard,0.0,0.0,Medium
323154,55,88662,88662.0,1759,316,Canada,British Columbia,Vancouver,V5R 1W3,Female,Master,81333.0,Single,Nova,Standard,0.0,0.0,Medium
323249,24,29840,44760.0,0,0,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,34210.0,Married,Nova,2018 Promotion,0.0,0.0,Low
323341,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,73262.0,Married,Star,Standard,2016.0,0.0,Medium
323448,50,84538,84538.0,1457,262,Canada,Ontario,Toronto,P1J 8T7,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
323542,40,55104,55104.0,2720,489,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,100792.0,Married,Aurora,Standard,0.0,0.0,High
323776,10,19379,19379.0,0,0,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,68615.0,Divorced,Aurora,Standard,0.0,0.0,Medium
323792,0,0,0.0,0,0,Canada,Quebec,Montreal,H4G 3T4,Female,College,79245.6094087527,Married,Nova,Standard,2016.0,0.0,Medium
324048,37,60442,60442.0,879,158,Canada,Alberta,Edmonton,T3G 6Y6,Male,High School or Below,73956.0,Married,Star,Standard,0.0,0.0,Medium
324049,0,0,0.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Male,College,79245.6094087527,Married,Aurora,Standard,2016.0,0.0,Medium
324125,37,61456,61456.0,1271,229,Canada,Ontario,Toronto,M2Z 4K1,Male,High School or Below,50200.0,Married,Nova,Standard,0.0,0.0,Medium
324143,23,34653,34653.0,517,93,Canada,Quebec,Montreal,H2T 2J6,Male,Doctor,121241.0,Married,Nova,Standard,0.0,0.0,High
324242,47,71243,71243.0,0,0,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,103058.0,Single,Nova,Standard,0.0,0.0,High
324248,32,43288,43288.0,2360,425,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,84988.0,Married,Nova,Standard,0.0,0.0,Medium
324295,37,59161,59161.0,885,160,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,68968.0,Married,Aurora,Standard,0.0,0.0,Medium
324404,21,27217,27217.0,506,91,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,87782.0,Married,Star,Standard,0.0,0.0,Medium
324662,38,76529,76529.0,1606,289,Canada,Ontario,Toronto,M2M 7K8,Female,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
324707,31,49271,49271.0,976,175,Canada,Quebec,Montreal,H2Y 2W2,Male,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
324881,39,54548,54548.0,1705,306,Canada,Ontario,Toronto,M2M 6J7,Male,Doctor,241906.0,Divorced,Star,Standard,0.0,0.0,High
325134,35,44801,44801.0,603,109,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,71009.0,Married,Star,Standard,0.0,0.0,Medium
325268,37,54065,54065.0,1575,283,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,91480.0,Divorced,Nova,Standard,0.0,0.0,Medium
325367,39,59407,59407.0,1408,253,Canada,Ontario,Toronto,M2Z 4K1,Male,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
325379,51,85582,85582.0,785,141,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Master,110270.0,Single,Star,Standard,0.0,0.0,High
325382,47,84170,84170.0,1033,186,Canada,Quebec,Hull,J8Y 3Z5,Female,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
325599,28,54704,54704.0,1662,299,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,82043.0,Married,Nova,Standard,0.0,0.0,Medium
325778,47,71678,71678.0,1381,249,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,70631.0,Divorced,Aurora,Standard,0.0,0.0,Medium
325802,35,47027,47027.0,433,78,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,94733.0,Married,Star,Standard,0.0,0.0,Medium
325901,14,19006,19006.0,538,97,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,76485.0,Single,Nova,Standard,0.0,0.0,Medium
325935,41,67074,67074.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Male,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
326001,40,54056,54056.0,762,137,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,75152.0,Divorced,Star,Standard,0.0,0.0,Medium
326028,9,17707,17707.0,0,0,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,52712.0,Married,Aurora,Standard,0.0,0.0,Medium
326069,38,48697,48697.0,549,99,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,85447.0,Married,Star,Standard,0.0,0.0,Medium
326174,4,8021,8021.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,59262.0,Married,Star,Standard,0.0,0.0,Medium
326240,12,22985,22985.0,541,97,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,58918.0,Married,Star,Standard,2017.0,0.0,Medium
326280,58,78335,78335.0,0,0,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,104897.0,Single,Nova,Standard,0.0,0.0,High
326561,11,21817,21817.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,94208.0,Single,Star,Standard,2017.0,0.0,Medium
326564,51,58003,58003.0,861,155,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,98937.0,Single,Star,Standard,0.0,0.0,Medium
326699,38,67626,67626.0,490,88,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,91383.0,Married,Nova,Standard,0.0,0.0,Medium
326707,43,66473,66473.0,618,111,Canada,British Columbia,Vancouver,V6E 3D9,Male,Master,102894.0,Single,Star,Standard,0.0,0.0,High
326724,38,58772,58772.0,1176,212,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,101466.0,Married,Nova,Standard,0.0,0.0,High
326961,62,101108,101108.0,2031,365,Canada,Ontario,Toronto,M2M 7K8,Male,College,79245.6094087527,Divorced,Star,Standard,0.0,0.0,Medium
327098,42,61104,61104.0,2267,408,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,67755.0,Married,Aurora,Standard,0.0,0.0,Medium
327320,37,52136,52136.0,850,153,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,69210.0,Married,Star,Standard,0.0,0.0,Medium
327365,5,10990,10990.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Male,High School or Below,40432.0,Married,Aurora,Standard,0.0,0.0,Low
327470,44,69821,69821.0,0,0,Canada,Ontario,Toronto,P2T 6G3,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
327474,20,16438,16438.0,887,160,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,50625.0,Married,Nova,Standard,0.0,0.0,Medium
327638,16,22916,22916.0,739,133,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,68762.0,Divorced,Nova,Standard,0.0,0.0,Medium
327866,32,41180,41180.0,0,0,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,78582.0,Single,Nova,Standard,0.0,0.0,Medium
327903,11,14678,14678.0,430,77,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,78573.0,Divorced,Star,Standard,2018.0,0.0,Medium
327910,42,59667,59667.0,535,96,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,83889.0,Married,Nova,Standard,0.0,0.0,Medium
328116,36,60783,60783.0,497,89,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,100783.0,Married,Aurora,Standard,0.0,0.0,High
328173,29,45643,45643.0,426,77,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,79245.6094087527,Single,Aurora,Standard,2018.0,0.0,Medium
328198,46,71513,71513.0,2018,363,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,101498.0,Married,Aurora,Standard,0.0,0.0,High
328213,44,70446,70446.0,1006,181,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,60050.0,Divorced,Nova,Standard,0.0,0.0,Medium
328394,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 4R4,Male,Doctor,65018.0,Married,Star,Standard,0.0,0.0,Medium
328446,34,51124,51124.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,103435.0,Divorced,Nova,Standard,0.0,0.0,High
328576,51,71794,71794.0,2069,372,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,53888.0,Single,Aurora,Standard,0.0,0.0,Medium
329056,33,58416,58416.0,366,66,Canada,Ontario,Trenton,K8V 4B2,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
329094,48,80379,80379.0,2004,361,Canada,Quebec,Montreal,H2T 9K8,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
329162,30,48243,48243.0,932,167,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,87842.0,Single,Star,Standard,0.0,0.0,Medium
329214,43,56672,56672.0,1018,183,Canada,British Columbia,Vancouver,V6E 3D9,Female,Master,101038.0,Married,Nova,Standard,0.0,0.0,High
329215,28,42573,42573.0,364,66,Canada,Ontario,Kingston,M9K 2P4,Female,College,79245.6094087527,Divorced,Star,Standard,0.0,0.0,Medium
329281,4,7556,7556.0,0,0,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,92695.0,Married,Nova,Standard,0.0,0.0,Medium
329302,44,66929,66929.0,1272,229,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,69696.0,Single,Aurora,Standard,0.0,0.0,Medium
329382,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
329720,44,60949,60949.0,0,0,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,91500.0,Single,Star,Standard,0.0,0.0,Medium
329730,16,24820,24820.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,79245.6094087527,Married,Nova,Standard,0.0,0.0,Medium
329910,12,16369,16369.0,0,0,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,81865.0,Divorced,Nova,Standard,0.0,0.0,Medium
330040,44,59914,59914.0,2066,372,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,55207.0,Single,Nova,Standard,0.0,0.0,Medium
330131,42,63994,63994.0,1169,210,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,93285.0,Married,Star,Standard,0.0,0.0,Medium
330249,35,47611,47611.0,987,177,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,47864.0,Married,Star,Standard,0.0,0.0,Low
330343,43,66950,66950.0,1839,331,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,84580.0,Single,Aurora,Standard,0.0,0.0,Medium
